episode,mean_done,stderr_done,upper_done,lower_done
77,0.125,0.125,0.25,0.0
78,0.125,0.125,0.25,0.0
79,0.125,0.125,0.25,0.0
80,0.125,0.125,0.25,0.0
81,0.125,0.125,0.25,0.0
82,0.125,0.125,0.25,0.0
83,0.125,0.125,0.25,0.0
84,0.125,0.125,0.25,0.0
85,0.125,0.125,0.25,0.0
86,0.125,0.125,0.25,0.0
87,0.125,0.125,0.25,0.0
88,0.125,0.125,0.25,0.0
89,0.125,0.125,0.25,0.0
90,0.125,0.125,0.25,0.0
91,0.125,0.125,0.25,0.0
92,0.125,0.125,0.25,0.0
93,0.125,0.125,0.25,0.0
94,0.125,0.125,0.25,0.0
95,0.125,0.125,0.25,0.0
96,0.125,0.125,0.25,0.0
97,0.125,0.125,0.25,0.0
98,0.125,0.125,0.25,0.0
99,0.125,0.125,0.25,0.0
100,0.125,0.125,0.25,0.0
101,0.125,0.125,0.25,0.0
102,0.125,0.125,0.25,0.0
103,0.125,0.125,0.25,0.0
104,0.125,0.125,0.25,0.0
105,0.125,0.125,0.25,0.0
106,0.125,0.125,0.25,0.0
107,0.125,0.125,0.25,0.0
108,0.125,0.125,0.25,0.0
109,0.125,0.125,0.25,0.0
110,0.125,0.125,0.25,0.0
111,0.125,0.125,0.25,0.0
112,0.125,0.125,0.25,0.0
113,0.125,0.125,0.25,0.0
114,0.125,0.125,0.25,0.0
115,0.125,0.125,0.25,0.0
116,0.125,0.125,0.25,0.0
117,0.125,0.125,0.25,0.0
118,0.125,0.125,0.25,0.0
119,0.125,0.125,0.25,0.0
120,0.125,0.125,0.25,0.0
121,0.125,0.125,0.25,0.0
122,0.125,0.125,0.25,0.0
123,0.125,0.125,0.25,0.0
124,0.125,0.125,0.25,0.0
125,0.125,0.125,0.25,0.0
126,0.125,0.125,0.25,0.0
127,0.125,0.125,0.25,0.0
128,0.125,0.125,0.25,0.0
129,0.125,0.125,0.25,0.0
130,0.125,0.125,0.25,0.0
131,0.125,0.125,0.25,0.0
132,0.125,0.125,0.25,0.0
133,0.125,0.125,0.25,0.0
134,0.125,0.125,0.25,0.0
135,0.125,0.125,0.25,0.0
136,0.125,0.125,0.25,0.0
137,0.125,0.125,0.25,0.0
138,0.125,0.125,0.25,0.0
139,0.125,0.125,0.25,0.0
140,0.125,0.125,0.25,0.0
141,0.125,0.125,0.25,0.0
142,0.125,0.125,0.25,0.0
143,0.125,0.125,0.25,0.0
144,0.125,0.125,0.25,0.0
145,0.125,0.125,0.25,0.0
146,0.125,0.125,0.25,0.0
147,0.125,0.125,0.25,0.0
148,0.125,0.125,0.25,0.0
149,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
150,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
151,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
152,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
153,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
154,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
155,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
156,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
157,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
158,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
159,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
160,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
161,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
162,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
163,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
164,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
165,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
166,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
167,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
168,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
169,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
170,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
171,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
172,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
173,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
174,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
175,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
176,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
177,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
178,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
179,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
180,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
181,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
182,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
183,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
184,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
185,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
186,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
187,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
188,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
189,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
190,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
191,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
192,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
193,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
194,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
195,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
196,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
197,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
198,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
199,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
200,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
201,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
202,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
203,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
204,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
205,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
206,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
207,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
208,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
209,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
210,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
211,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
212,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
213,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
214,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
215,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
216,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
217,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
218,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
219,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
220,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
221,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
222,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
223,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
224,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
225,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
226,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
227,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
228,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
229,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
230,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
231,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
232,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
233,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
234,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
235,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
236,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
237,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
238,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
239,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
240,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
241,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
242,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
243,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
244,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
245,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
246,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
247,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
248,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
249,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
250,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
251,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
252,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
253,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
254,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
255,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
256,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
257,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
258,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
259,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
260,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
261,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
262,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
263,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
264,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
265,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
266,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
267,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
268,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
269,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
270,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
271,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
272,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
273,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
274,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
275,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
276,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
277,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
278,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
279,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
280,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
281,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
282,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
283,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
284,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
285,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
286,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
287,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
288,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
289,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
290,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
291,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
292,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
293,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
294,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
295,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
296,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
297,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
298,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
299,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
300,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
301,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
302,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
303,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
304,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
305,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
306,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
307,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
308,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
309,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
310,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
311,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
312,0.25,0.16366341767699427,0.41366341767699427,0.08633658232300573
313,0.375,0.18298126367784995,0.55798126367785,0.19201873632215005
314,0.375,0.18298126367784995,0.55798126367785,0.19201873632215005
315,0.5,0.1889822365046136,0.6889822365046137,0.3110177634953864
316,0.5,0.1889822365046136,0.6889822365046137,0.3110177634953864
317,0.5,0.1889822365046136,0.6889822365046137,0.3110177634953864
318,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
319,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
320,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
321,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
322,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
323,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
324,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
325,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
326,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
327,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
328,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
329,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
330,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
331,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
332,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
333,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
334,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
335,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
336,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
337,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
338,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
339,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
340,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
341,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
342,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
343,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
344,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
345,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
346,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
347,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
348,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
349,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
350,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
351,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
352,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
353,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
354,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
355,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
356,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
357,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
358,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
359,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
360,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
361,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
362,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
363,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
364,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
365,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
366,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
367,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
368,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
369,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
370,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
371,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
372,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
373,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
374,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
375,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
376,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
377,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
378,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
379,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
380,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
381,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
382,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
383,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
384,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
385,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
386,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
387,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
388,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
389,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
390,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
391,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
392,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
393,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
394,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
395,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
396,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
397,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
398,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
399,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
400,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
401,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
402,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
403,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
404,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
405,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
406,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
407,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
408,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
409,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
410,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
411,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
412,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
413,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
414,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
415,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
416,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
417,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
418,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
419,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
420,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
421,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
422,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
423,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
424,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
425,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
426,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
427,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
428,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
429,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
430,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
431,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
432,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
433,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
434,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
435,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
436,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
437,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
438,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
439,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
440,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
441,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
442,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
443,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
444,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
445,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
446,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
447,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
448,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
449,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
450,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
451,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
452,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
453,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
454,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
455,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
456,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
457,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
458,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
459,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
460,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
461,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
462,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
463,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
464,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
465,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
466,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
467,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
468,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
469,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
470,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
471,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
472,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
473,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
474,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
475,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
476,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
477,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
478,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
479,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
480,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
481,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
482,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
483,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
484,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
485,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
486,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
487,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
488,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
489,0.625,0.2630521404045756,0.8880521404045756,0.3619478595954244
